case_id,spec_id,repo_id,repo_url,instruction_path,task_commit_sha,anchor_reference,anchor_reference_type,condition_a_blob_sha,condition_b_blob_sha,born_stale_commit_sha,truthful_commit_sha,task_prompt,test_command,selection_reason,confirmed_false,p1_sample
81ec58cfed88dd3c,0d907d12be8028d2,80c1e78b3cbb6701,https://github.com/copilotkit/copilotkit,skills/copilotkit-debug/SKILL.md,2196dc5d7ebaf8ea667b9a8579df406f95b5c0b9,.codex/config.toml,path,102a621871fd79da69d4032bd55b18c0b6eff955e84f15e9565ffaa0ed887cc1,282067b14d48ae4c8c0bda53b332554e6faaa17f8b5decd86f7e51007edde6ae,0560247fec16e230efd3b3ff683482e1315612af,2196dc5d7ebaf8ea667b9a8579df406f95b5c0b9,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
fd797306713f1063,1c8bbf1b3e52dd62,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,packages/grid/AGENTS.md,3f7b8a9c528829276413fda6d3a7bc1cea17e53b,@automattic/grid,path,0ecd65366c4a8e9fee67ca15c3c17f021744fe108d9562e8f6c7f030727b48ab,cb7fcde34ad4f85d5f4a708d109061417188351463f20e322fd7e7598bbccb74,9ddb4ac38e9b260387849f46865c3fd0d44eef35,3f7b8a9c528829276413fda6d3a7bc1cea17e53b,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
0b8f82bdba65b9df,20e7f888d450fd4a,97dcab4759c83fdb,https://github.com/langgenius/dify,cli/AGENTS.md,107bba0116399d5ec0f0d529bb23c93b684790d1,/guide.ts,path,f500df70b3fc23ca1dc2ee23fd5880c3e4b564c4ff2c7797a855fbeeb50fa87f,d6df14cc6bf1add6af63adb78e36353926028114ef94b816ba77a62e20babd63,a728e0ac69fdc5deac5811e3bfedf51dd1a920e1,107bba0116399d5ec0f0d529bb23c93b684790d1,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
48713c8f66938235,2189830180838430,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/distribution/social-media-scheduler/SKILL.md,3c65d86c23951666da5125639f57b28a9305c293,2/,directory,74559875a0b3b5f4f29c18b27ceac533d97037c8bd0050a49ae76c0cf6b1bed9,a84e7b6e961bccf08b72349addedc2306f678e6e951ea0854525a1e00ccf174b,3e00751cbc00692be2e6c52f469b803d5e1e7ada,3c65d86c23951666da5125639f57b28a9305c293,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
a079ede0bb4a5057,27fab09cbb8971b3,97dcab4759c83fdb,https://github.com/langgenius/dify,e2e/AGENTS.md,52a4bea88f45a30bc8c5a9fa3c031cb00a57be5a,.logs/cucumber-api.log,path,231a342f1dda4647f029f0b3fc216192c7b7c8ee9bfdfee4bddd6afebcf2094f,9dcda63ed5fdd741a2a70d6663b90ba49e1301e73a3e3e15ccfa51ae250a245a,548cadacff83e143bf2f7309045526369cadbaa5,52a4bea88f45a30bc8c5a9fa3c031cb00a57be5a,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
c8bf5e86f4da43fe,2a6829b8670e2e9a,fe39aea7a61c32c2,https://github.com/datadog/stratus-red-team,AGENTS.md,6b3b8c9b9eb4bfde4aa41fe891b529c034b605b6,cd v2/,directory,7439bbeb881e157df705bb2f0fab2e5972ae8d45936009840d52af9e0e46f4ba,7439bbeb881e157df705bb2f0fab2e5972ae8d45936009840d52af9e0e46f4ba,6b3b8c9b9eb4bfde4aa41fe891b529c034b605b6,6b3b8c9b9eb4bfde4aa41fe891b529c034b605b6,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
0619ec6dc64594a4,2b3f6db218404c89,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/research/commission-calculator/SKILL.md,33ada30b4055c3e8dc169fc8c3668df500858dad,references/list-affitor-api.md,path,4882a7d151026bd947be9eff7818cedbd578ea27a73ede6468264977feedd831,35b452d5bc574a5d5de3779fe5977166debc66036b30550b802fc36b4696f739,3e00751cbc00692be2e6c52f469b803d5e1e7ada,33ada30b4055c3e8dc169fc8c3668df500858dad,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
1120ebc81b7dd5ac,31fa97c8cf14d4fa,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/blaze-dashboard/AGENTS.md,f1f128fe6dd8a67d0d669064b92186808053d534,/etc/hosts,path,96f0351f7cf2c6065239508cbf766cc3b47f7b32c90a11564519854c56984663,96f0351f7cf2c6065239508cbf766cc3b47f7b32c90a11564519854c56984663,f1f128fe6dd8a67d0d669064b92186808053d534,f1f128fe6dd8a67d0d669064b92186808053d534,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
df1d67a0efae41bb,35973e44d3672de4,0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/tree-widgets.instructions.md,03248fcf005471ba338f5d55dd2c4c87c0df807b,src/vs/platform/list/browser/test/listService.test.ts,path,35c392a625349cce729dc43e43f4771837a09612fc2e47e2ea5d46505a00d204,8c700772d745d9c1eadfab39017140e15410126a5875d4797879eee6a5241197,ada50f79494ab1aa1392a3848d220326ec106e3a,03248fcf005471ba338f5d55dd2c4c87c0df807b,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
a12191f3c3583467,5632462c6ea9b9bb,ab3194c6a08d7bdc,https://github.com/provenance-emu/provenance,CLAUDE.md,d570a73facd1cfee2b32b9fda175abff0af13ca6,/Applications/Xcode_16.2.app,path,4ddff1fb04bc8988c5c119337c0eebe0f2ca6447ddc7d01e3763ac554e3957c4,4ddff1fb04bc8988c5c119337c0eebe0f2ca6447ddc7d01e3763ac554e3957c4,d570a73facd1cfee2b32b9fda175abff0af13ca6,d570a73facd1cfee2b32b9fda175abff0af13ca6,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
8b957d58a9279ced,618af15b67cb8307,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,apps/help-center/AGENTS.md,c4072f9de01c62dd9463efc113a4e8eb9e1f473c,@automattic/help-center,path,ba85749976184ae630b33ab0d6fa1e4f3ceebd3c53a6e76fc152600f440dc0b6,27483e23ebeea7224d5843f28a5daae3118801c99120b0208834646d7d94c4ad,4e81fa025a56bdbdf6a596ae31c2090c1f97aafd,c4072f9de01c62dd9463efc113a4e8eb9e1f473c,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
7d6a0c3bd6671eae,6271dc7a4f21e467,f9322113d8450527,https://github.com/goldenpotato137/potatovn,AGENTS.md,37ae2dab819870ccaec51b4f7fbb2d10f901de32,.cursor/rules/,directory,de0cf7678eba24362ca84513cbf78031bb6e2ba40c0e5093eb7fbc6acd581e31,de0cf7678eba24362ca84513cbf78031bb6e2ba40c0e5093eb7fbc6acd581e31,37ae2dab819870ccaec51b4f7fbb2d10f901de32,37ae2dab819870ccaec51b4f7fbb2d10f901de32,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
56a049e637c03d12,63736ce84ac9709b,29ffadc06ef6c6fb,https://github.com/1password/scam,AGENTS.md,987043191161a0e3fcf3a87ccf24341701f25884,.fonts/,directory,e9e850eaa886d18c77802bd530adf9cff9ffe3319afcf3465351cd898aa2a1a6,e9e850eaa886d18c77802bd530adf9cff9ffe3319afcf3465351cd898aa2a1a6,987043191161a0e3fcf3a87ccf24341701f25884,987043191161a0e3fcf3a87ccf24341701f25884,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
b960a56c7f7ce193,63bd0f972f916b54,edb0f986792e26e6,https://github.com/ayayaxiaowang/ayaya_miliastra_editor,app/ui/graph/library_pages/entity_placement/CLAUDE.md,65b441824a72cfc5e04d48bc05d7255494af98b2,constants.py,path,ec2f9b91068e6262b35ed5aebd0e9f7906406e86e6d2473549dab489f8167bba,ec2f9b91068e6262b35ed5aebd0e9f7906406e86e6d2473549dab489f8167bba,84bd97422492ba163f060934f9be7f255db748d3,65b441824a72cfc5e04d48bc05d7255494af98b2,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
6b491923834940ac,66644a10dff92e39,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,client/AGENTS.md,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,build_client.sh,path,d99d770ad95f2e923aa71c9a85a409e5fa016dfa94e30311b18c8e71e74bd271,d99d770ad95f2e923aa71c9a85a409e5fa016dfa94e30311b18c8e71e74bd271,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
e9970880815f2fa0,6b238aaf48d17e40,80c1e78b3cbb6701,https://github.com/copilotkit/copilotkit,skills/copilotkit-setup/SKILL.md,2196dc5d7ebaf8ea667b9a8579df406f95b5c0b9,/route.ts,path,f8f92ac4ef3d0ae870120fe757f8d7e2085cd6cd4e660a77a36600575c2d64dc,0c0fa64dc6554fa0673dd0231dac5a4752b30ee2f1cc6fbbc86399aa601caef5,0560247fec16e230efd3b3ff683482e1315612af,2196dc5d7ebaf8ea667b9a8579df406f95b5c0b9,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
20b1d5d3fa254186,6c03de8bb95a4ee8,dcb792d718508bec,https://github.com/vercel/next.js,skills/next-dev-loop/SKILL.md,2e753e236c3f32f7f5876dc77a24088b10d22988,/_next/mcp,path,e700716401023a3829867c3d56be0b4eab1759af1e1199ae83441fe91f210fb6,e700716401023a3829867c3d56be0b4eab1759af1e1199ae83441fe91f210fb6,2e753e236c3f32f7f5876dc77a24088b10d22988,2e753e236c3f32f7f5876dc77a24088b10d22988,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
ab5fba80808af351,709a4b514ac6402d,80c1e78b3cbb6701,https://github.com/copilotkit/copilotkit,packages/vue/AGENTS.md,92c0f0ec256470b6a062dbfc33add83bc6ad40e6,@copilotkit/react,path,0524658a8976c114c6e5a398d7b53380914880bd74696e3190d520cb1153ea9d,0524658a8976c114c6e5a398d7b53380914880bd74696e3190d520cb1153ea9d,92c0f0ec256470b6a062dbfc33add83bc6ad40e6,92c0f0ec256470b6a062dbfc33add83bc6ad40e6,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
9702d7b52617de19,728e39a1a86deb56,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/content/content-pillar-atomizer/SKILL.md,09396b94fbeb99d593b1469a574a5cb4c4aca02f,1/,directory,0ca41c3c85bcebb42115b6d16e7482ab72d1bb2a440fa834865cc583d635228f,6adb24b0653eaf12bef823628b6d136e464644a1254eef7359a208363c10e00e,b0ac492f6c944869714c342c85a3ef0655178c7e,09396b94fbeb99d593b1469a574a5cb4c4aca02f,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
a10a8c56c2e04308,79c2ff8024664a45,e916d975160d16b9,https://github.com/pydantic/pydantic-ai,CLAUDE.md,82fc848a1a14328c20743af789495a3c553c750e,_agent_graph.py,path,a54ff182c7e8acf56acfd6e4b9c3ff41e2c41a31c9b211b2deb9df75d9a478f9,c295cda3c6ab461a11133d568b2c63059d7de5750f296008ce3d0805cba0e67c,07e46b300edb881409b5850f4e7ad2b07a41ae11,82fc848a1a14328c20743af789495a3c553c750e,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
64877a6152749c82,95f60b08db11a707,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,docs/AGENTS.md,e85ba3a215bb262a16698c311557ce60ac3db5dd,/v3/concepts/flows,path,8aae4ecd9641318683599ffe3d72b873320e09d1ed735e172e5417ed17726c48,741b410c83f13b79070067cf92b1138e8334c487beb4173b898b9e1286e46ead,a75c91981af12343b90a4e213e35dae647da99be,e85ba3a215bb262a16698c311557ce60ac3db5dd,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
a542dc2c46a8989f,9c124039a5e9af95,157b059bdfd44153,https://github.com/2030ai/2030ai-claudecode-allecosystem-sync,AGENTS.md,60f42a9be87e29d46b530fe99691f5851b9e2e7e,/.codex/auth.json,path,8b45d45943818cc069564dd1bf2593222dfca5ee28b09717414db016665c06ba,e1695fa35e1c886ee319c959d9b5344420a7f09bef9ee8a81d73df2e272cae76,a627c45411e8db6feb6205899af4058bfeba4173,60f42a9be87e29d46b530fe99691f5851b9e2e7e,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
4b11e310c1625b56,a4f495e7c1038ab6,0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/sessions.instructions.md,9932ad018d02f69110a9ba72c676b01542ee13d4,vs/sessions,path,13686bbd18b19c6b6a6c8ef6e99a2c7aa22a5d6aa743ce8fbec233b3dd5ac94d,5a1debb05f44b7073e29c07a5e9851de4a927b4ea6871fe1639a92c5202d1184,b1009c98bb42b2990dbd467396589271881c018f,9932ad018d02f69110a9ba72c676b01542ee13d4,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
772aabc3ee2fe5ca,a69a753a81e9f01c,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,src/prefect/testing/AGENTS.md,a5bfe9929dedb31eadae82aa9f0bd28fb2be49f1,fixtures.py,path,43bcace8b729658a6b5e7525231ea0b17ef7ba70f7ea5b27a92d2938c59b17c6,43bcace8b729658a6b5e7525231ea0b17ef7ba70f7ea5b27a92d2938c59b17c6,a5bfe9929dedb31eadae82aa9f0bd28fb2be49f1,a5bfe9929dedb31eadae82aa9f0bd28fb2be49f1,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
7673b12626058821,b978c20b154230c2,c80f9fe166839d30,https://github.com/affitor/affiliate-skills,skills/distribution/github-pages-deployer/SKILL.md,3c65d86c23951666da5125639f57b28a9305c293,.github/workflows/deploy.yml,path,fb2d8848c6c271997397c55787af153980cd29cec4a6effc8bc5c429718b6251,f3313c7f2adace6db7494b2c120db8da8196a1aeb045e2093672e4eeecc18720,3e00751cbc00692be2e6c52f469b803d5e1e7ada,3c65d86c23951666da5125639f57b28a9305c293,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
5229083f88fc102a,ba90b88ee86f4c5c,cce01573548299c4,https://github.com/falconchristmas/fpp,CLAUDE.md,82071789fa0b84b0e0585264e5988a2283b7d0ee,"(CPU/RAM/IP/playlist),",path,3d4eaf04826ca5e7c65328fe924c40fcc8cfdb8756310cbb4d35ae9e027c96ad,2418073ae524828d4a675262ebd2027e141077d6288a67b0755d66dbec5352ae,e65ea94284196462a7ac5edd594e77de56e21af5,82071789fa0b84b0e0585264e5988a2283b7d0ee,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
9dafe9bf5ab95392,bdf75d1fb57c2b07,c31227c5b77dce67,https://github.com/automattic/newspack-workspace,AGENTS.md,68b72dc426e0ec66fc08584d58e1e5f819d98828,/newspack-repos/,directory,09ab2a1355da65a8b3fc272556d4070d0d01fbb0e58336c79cd75e5b5df21570,538af4c4929332b6fbbf8a1fc058dbf88404042f16d4c268acd659d2d73f104f,77da0b37cf02c666988baef66ea2773f575f810f,68b72dc426e0ec66fc08584d58e1e5f819d98828,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
0e787801138a44cf,be2e142e542f4ac3,4801516ff573cf43,https://github.com/dagster-io/dagster,CLAUDE.md,6011fd3644e099d5e5d91821b4b2355acace7820,complex_job.py,path,16eaf9c07d6d547277f37ddaa18925804265b9d09c4056190654cb7057c81cb7,ae5797a942c31a59aa017d848169a809cf67af9e49460f4b68ef77920a747576,14c10156dab9302f8410aba1e787d9a7fbfcc83c,6011fd3644e099d5e5d91821b4b2355acace7820,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
11ac1ea4c8ae3836,cf43110fe7a49d8a,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,src/prefect/events/AGENTS.md,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,actions.py,path,cb97e8c9dc0539c96161fb262bdf2c12d34a7d5ad90f648aacdd07cadb7ae7b5,cb97e8c9dc0539c96161fb262bdf2c12d34a7d5ad90f648aacdd07cadb7ae7b5,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
3c12c62e4eadda8e,d030ee00ec2d7855,87071fd400d0446f,https://github.com/nvidia/physicsnemo,skills/physicsnemo-discover/SKILL.md,f103a41b1590e685681f4f42571a2ad93b7d301e,/__init__.py,path,7ff4564485e94139d17c12552d8a2c2d57d7985297189f385692be62d71cfda2,7ff4564485e94139d17c12552d8a2c2d57d7985297189f385692be62d71cfda2,f103a41b1590e685681f4f42571a2ad93b7d301e,f103a41b1590e685681f4f42571a2ad93b7d301e,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
04f5d9aa36d0ec28,dfe1260a83127998,3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,297dc0a061e384b32ffe31f28b1054cbd23010f4,/etc/hosts,path,7445e4a9d1b803f270ec676a498c6a76880b8e747948d63b4f5d667380a4846e,68001c68143ede99d12f044e2f3218deac1a53f0df99d153925307d2cb120d3f,6555c0e2a084af3c177c0d228f12a555971f8c92,297dc0a061e384b32ffe31f28b1054cbd23010f4,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
3838d67447804587,e3e19a9c3a801f97,79e5b3dcaadc644e,https://github.com/prefecthq/prefect,src/prefect/server/AGENTS.md,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,api/,directory,a1a8e7bc977266464b2e7ea66bb16eea1db297c9788a52b2fcd722fe5d76985b,6fbc72ee7a14a2a3d849e871683c28af0a6aacbf87e29a2417c1b88902d1f25f,271359d6fb9b2083ec4f7f162e798714ad4c6c99,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
01bee44952ae0131,ebc7e0c5c5571203,c60b34f108c5e545,https://github.com/prefecthq/fastmcp,AGENTS.md,270783e6149fece5e14dd0b2b9ad53e098d5cb9b,client/,directory,6ebdb617a8104a7756d0cf36578ab01103dc9f07e4dc6feb751296b9c402faf7,2ac3f1a81fd161865a3c7ffc0aff470253d7f480b3f144cc1beb867cc0346778,4978faefa589b1fa41fd996d08e184b8e6b20ca0,270783e6149fece5e14dd0b2b9ad53e098d5cb9b,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
ee49c200aef03820,f4a51bc2176109c3,5adfb3da95ff17b6,https://github.com/bitterbot-ai/bitterbot-desktop,skills/coding-agent/SKILL.md,388cdc88d3c9042e6b15f1cd30bea229c2752702,/.codex/config.toml,path,42aa024f001ca99509100ea8fd7fa20264c77a93168cf62fbfe8719bca806ace,87fe4b194d669ab8f423a9cdcfa599fdedd9d2468eca8e3a2b4e4eac4e0bfc11,33f9833cdc97a41469f71764ef559d6e92ddb84b,388cdc88d3c9042e6b15f1cd30bea229c2752702,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,False
92725c19d5aa904d,f6024d787a8d3a93,cce01573548299c4,https://github.com/falconchristmas/fpp,.github/copilot-instructions.md,5b1f55725fb15a7062403c0622bcbc6528eae501,/media/plugins/,directory,5927db03342e7af97b7c1829f332246bf66dfe3329ff45fb533c6f627e0460ab,5927db03342e7af97b7c1829f332246bf66dfe3329ff45fb533c6f627e0460ab,5b1f55725fb15a7062403c0622bcbc6528eae501,5b1f55725fb15a7062403c0622bcbc6528eae501,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,pytest,born_stale_confirmed_false_with_truthful_pair,True,True
