repo_id,repo_url,instruction_path,reference_type,reference,first_commit,first_change_type,n_observations,repeated_repo_count,repeated_file_count,snippet_available,snippet,prior_final_category,prior_adjudication_status,prior_judge_a_category,prior_judge_b_category,heuristic_category,heuristic_confidence,heuristic_rules,heuristic_rationale,adjudication_status,final_category,category_letter,is_confirmed_false,judge_a_model,judge_a_category,judge_a_rationale,judge_b_model,judge_b_category,judge_b_rationale,judge_agreement,example_category
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,path,test/index.spec.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,add,54,1,2,True,"LUGINS` env var:** ```bash PLUGINS=""amqplib"" yarn test:plugins PLUGINS=""amqplib|bluebird"" yarn test:plugins # pipe-delimited for multiple ./node_modules/.bin/mocha -r ""packages/dd-trace/test/setup/mocha.js"" packages/datadog-plugin-amqplib/test/index.spec.js ``` **With external services** (check `.gi",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,path,src/config.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,2,2,True,This is a monorepo using yarn workspaces with the following main packages: - **`packages/dd-trace`**: Core tracer implementation. Entry point for the library. - `src/tracer.js`: Main DatadogTracer class extending OpenTracing Tracer - `src/config.js`: Configuration management with 64k+ lines of optio,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,path,src/plugins/index.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,: - **`packages/dd-trace`**: Core tracer implementation. Entry point for the library. - `src/tracer.js`: Main DatadogTracer class extending OpenTracing Tracer - `src/config.js`: Configuration management with 64k+ lines of options - `src/plugins/index.js`: Central registry of all instrumentation plug,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/exporters/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"e library. - `src/tracer.js`: Main DatadogTracer class extending OpenTracing Tracer - `src/config.js`: Configuration management with 64k+ lines of options - `src/plugins/index.js`: Central registry of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/appsec/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"- `src/config.js`: Configuration management with 64k+ lines of options - `src/plugins/index.js`: Central registry of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-vi",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/ci-visibility/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"of options - `src/plugins/index.js`: Central registry of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: ",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/llmobs/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/profiling/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"ers/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/lambda/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,", log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS Lambda-specific functionality - `src/opentracing/`: ",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/opentracing/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,urity monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS Lambda-specific functionality - `src/opentracing/`: OpenTracing API implementation - `src/opentelemetry,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/opentelemetry/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS Lambda-specific functionality - `src/opentracing/`: OpenTracing API implementation - `src/opentelemetry/`: OpenTelemetry API integration - **`packages/datad,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/AGENTS.md,script_name,sync-mcp.sh,2c0c4b1d5ac0d7b76f7943147f04edda569fc2b2,add,1,1,1,True,". Layout - skills/ — Shared skills (committed). Each is a directory with SKILL.md. - skills-local/ — Private skills (gitignored). - mcp/servers.json — Canonical MCP server config. - scripts/ — Sync and validation scripts (link-skills.sh, sync-mcp.sh). Adding a skill 1. Create `.agents/skills/<name>/",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,,confirmed_false
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,poetry run pytest tests/,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,add,1,1,1,True,"# Instructor Development Guide ## Commands - Install deps: `poetry install --with dev,anthropic` - Run tests: `poetry run pytest tests/` - Run specific test: `poetry run pytest tests/path_to_test.py::test_name` - Skip LLM tests: `poetry run pytest tests/ -k 'not llm and not openai'` - Type check: `p",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,artifact,high,command_or_script_invocation,Reference embeds shell command syntax rather than a repository path.,deterministic_high,artifact,B,False,,,,,,,,artifact
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,pytest tests/,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,1,1,1,True,"guidance to Claude Code (claude.ai/code) when working with code in this repository. # Instructor Development Guide ## Commands - Install deps: `uv pip install -e "".[dev,anthropic]""` or `poetry install --with dev,anthropic` - Run tests: `pytest tests/` - Run specific test: `pytest tests/path_to_test.",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,artifact,high,command_or_script_invocation,Reference embeds shell command syntax rather than a repository path.,deterministic_high,artifact,B,False,,,,,,,,artifact
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,path,node:assert/strict,4b40f00f7860d074ad4346a17b164b5c57e409a4,add,54,2,5,True,in sandboxes) don't count towards nyc coverage metrics - Don't add redundant unit tests solely to improve coverage numbers - Focus on covering important production code paths with whichever test type makes sense ### Test Assertions Use `node:assert/strict` for standard assertions. For partial deep o,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,artifact,high,node_module_not_repo_path,Node built-in module token is not an in-tree path claim.,deterministic_high,artifact,B,False,,,,,,,,artifact
2201521926ce8f58,https://github.com/alfanous-team/alfanous,.github/copilot-instructions.md,directory,pytest -vv --rootdir=src/,28faed9854bfdec3b2f21b11561c87792ba46b03,add,7,1,1,True,elease|0.7.33Kahraman|g;s|alfanous.version|0.7.33|g;' src/alfanous/resources/information.json.in > src/alfanous/resources/information.json ``` 3. Build indexes: ```bash make build ``` ### Running Tests ```bash # Run all tests pytest -vv --rootdir=src/ # Run specific test file pytest src/tests/test_s,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,artifact,high,command_or_script_invocation,Reference embeds shell command syntax rather than a repository path.,deterministic_high,artifact,B,False,,,,,,,,artifact
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/interactive.instructions.md,path,resources/interactive/interactive.editor.drawio.svg,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,ovide the right info and updates to the editor service. One major difference between Interactive Editor and other editor panes is Interactive Window is never dirty so users never see a dot on the editor title bar. ![Editor Registration](./resources/interactive/interactive.editor.drawio.svg) ## Inter,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/AGENTS.md,directory,target/debug/incremental/,2eca7865da65b2441d7554bd0f02270f6e914afb,modify,1,1,1,True,n`. This parallelizes the link step and is significantly faster than Apple's default linker. Install with: ```sh brew install llvm lld ``` ### Incremental cache bloat Cargo never garbage-collects stale incremental compilation caches in `target/debug/incremental/`. Each unique combination of rustflag,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/AGENTS.md,directory,target/debug/,2eca7865da65b2441d7554bd0f02270f6e914afb,modify,1,1,1,True,n`. This parallelizes the link step and is significantly faster than Apple's default linker. Install with: ```sh brew install llvm lld ``` ### Incremental cache bloat Cargo never garbage-collects stale incremental compilation caches in `target/debug/incremental/`. Each unique combination of rustflag,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/CLAUDE.md,path,codex-rs/core/src/coordination_context.rs,67155f2e4241be3ba5638ccf31893d5a76d97658,add,1,1,1,True,"ust NEVER go on release) - `codex-rs/coordination/` and `coordination-relay/` — coordination crates - `codex-rs/supabase/` — Edge Functions, migrations, backend config - `codex-rs/skills/src/assets/remote-exec/` — fleet/experiment skill - `codex-rs/core/src/coordination_context.rs` and `core/src/too",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,codex-rs/CLAUDE.md,directory,tui/,67155f2e4241be3ba5638ccf31893d5a76d97658,add,1,1,2,True,"am_post.rs` - Fleet worker code in `exec/src/lib.rs` (behind `#[cfg(feature = ""relay"")]`) ### Rule for new private features **Always put new private code in its own crate/directory.** Never add private code inside shared crates (`core/`, `tui/`, `exec/`, `cli/`). This keeps `just sync-release` worki",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
2278a2c56faedf2c,https://github.com/googlecloudplatform/kubernetes-engine-samples,ai-ml/anthropic-agent-sandbox/AGENTS.md,path,/mnt/gcs/<session_id,d50f908904cfaf4d12f85b3bc7562154c080543d,add,1,1,1,True,"ss.yaml` includes `169.254.169.254/32:80` egress for the GCS FUSE sidecar; the per-volume opt-out is currently clobbered by the driver, so removing this rule breaks the bucket mount. - `entrypoint.py` symlinks `/mnt/session/outputs` → `/mnt/gcs/<session_id>` *after* dispatch — same late-binding reas",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
2278a2c56faedf2c,https://github.com/googlecloudplatform/kubernetes-engine-samples,ai-ml/anthropic-agent-sandbox/AGENTS.md,script_name,entrypoint.py,d50f908904cfaf4d12f85b3bc7562154c080543d,add,1,1,1,True,"leak / scale-down stall. - `deploy/base/fqdn-egress.yaml` includes `169.254.169.254/32:80` egress for the GCS FUSE sidecar; the per-volume opt-out is currently clobbered by the driver, so removing this rule breaks the bucket mount. - `entrypoint.py` symlinks `/mnt/session/outputs` → `/mnt/gcs/<sessi",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
2a7f0fddd2dac162,https://github.com/1jehuang/jcode,AGENTS.md,path,~/.codex/auth.json,9da555a619fee9752c2c8704688011ec2801d44e,add,22,2,3,True,"hould include a short summary, rationale, and the exact test commands run. - Note which provider you validated (`openai` or `claude`) and update docs when CLI behavior changes. ## Security & Configuration Tips - OAuth credentials live at `~/.codex/auth.json` and `~/.claude/.credentials.json`; never ",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
2a7f0fddd2dac162,https://github.com/1jehuang/jcode,AGENTS.md,path,~/.claude/.credentials.json,9da555a619fee9752c2c8704688011ec2801d44e,add,22,1,1,True,"mary, rationale, and the exact test commands run. - Note which provider you validated (`openai` or `claude`) and update docs when CLI behavior changes. ## Security & Configuration Tips - OAuth credentials live at `~/.codex/auth.json` and `~/.claude/.credentials.json`; never commit secrets. - For Cla",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
2a7f0fddd2dac162,https://github.com/1jehuang/jcode,AGENTS.md,path,/.codex/auth.json,9da555a619fee9752c2c8704688011ec2801d44e,add,22,2,3,True,"ould include a short summary, rationale, and the exact test commands run. - Note which provider you validated (`openai` or `claude`) and update docs when CLI behavior changes. ## Security & Configuration Tips - OAuth credentials live at `~/.codex/auth.json` and `~/.claude/.credentials.json`; never c",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
2a7f0fddd2dac162,https://github.com/1jehuang/jcode,AGENTS.md,path,/.claude/.credentials.json,9da555a619fee9752c2c8704688011ec2801d44e,add,22,1,1,True,"ary, rationale, and the exact test commands run. - Note which provider you validated (`openai` or `claude`) and update docs when CLI behavior changes. ## Security & Configuration Tips - OAuth credentials live at `~/.codex/auth.json` and `~/.claude/.credentials.json`; never commit secrets. - For Clau",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,CLAUDE.md,directory,renovate/,6555c0e2a084af3c177c0d228f12a555971f8c92,add,2,1,1,True,"│ └── index.js └── test/ └── index.js ``` ### Working with Branches - Main branch: `trunk` (not `main` or `master`) - Branch naming: `add/feature-name`, `fix/issue-description`, `update/component-name`, `try/experiment` - Avoid `renovate/` prefix (reserved for bot) ### Git Workflow - Never commit un",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,,normative
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,directory,packages/datadog-plugin-*/,4b40f00f7860d074ad4346a17b164b5c57e409a4,add,54,1,1,True,"`packages/dd-trace/` - Main library (APM, profiling, debugger, appsec, llmobs, CI visibility) - `packages/datadog-core/` - Async context storage, shared utilities - `packages/datadog-instrumentations/` - Instrumentation implementations - `packages/datadog-plugin-*/` - 100+ plugins for third-party in",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,glob_wildcard_reference,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,,template
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,path,src/index.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,add,54,1,3,True,"rty library/framework 2. Adding a new product feature that integrates with existing libraries (use `CompositePlugin`) ### Creating a New Plugin ```bash mkdir -p packages/datadog-plugin-<name>/{src,test} cp packages/datadog-plugin-kafkajs/src/index.js packages/datadog-plugin-<name>/src/ ``` Edit `src",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,canonical_placeholder_path,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,,template
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,path,path/to/test.spec.js,4b40f00f7860d074ad4346a17b164b5c57e409a4,add,54,1,2,True,"ation:debugger`) ### Running Individual Tests **IMPORTANT**: Never run `yarn test` directly. Use `mocha` or `tap` directly on test files. **Mocha unit tests:** ```bash ./node_modules/.bin/mocha -r ""packages/dd-trace/test/setup/mocha.js"" path/to/test.spec.js ``` **Tap unit tests:** ```bash ./node_mod",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,canonical_placeholder_path,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,,template
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,AGENTS.md,directory,packages/*/src/,7d087f9795b4ed663926f2d6803666187a877b2b,modify,1,1,1,True,"scripts**: `npm run <script>` (lint, tests, build, etc.) - **Never run root `npm test`**: it is intentionally disabled. Run a specific `*.spec.js` file, or a targeted `npm run test:<area>`. - **Production package code is hot-path code** (`packages/*/src/`): - Do not introduce `async/await` or Promis",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,glob_wildcard_reference,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,,template
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,path,packages/datadog-plugin-*,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,unctionality - `src/opentracing/`: OpenTracing API implementation - `src/opentelemetry/`: OpenTelemetry API integration - **`packages/datadog-instrumentations`**: Low-level instrumentation hooks using import-in-the-middle (IITM) - **`packages/datadog-plugin-*`**: Individual plugin implementations fo,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,glob_wildcard_reference,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,,template
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,path,path/to/test.spec.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,2,True,"# Test TypeScript definitions ``` ### Benchmarks ```bash yarn bench # Run microbenchmarks ``` ### Running a Single Test For Mocha-based tests (most tests): ```bash mocha -r ""packages/dd-trace/test/setup/mocha.js"" path/to/test.spec.js ``` For Tap-based tests (profiler, core): ```bash tap path/to/test",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,canonical_placeholder_path,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,,template
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/accessibility.instructions.md,path,/accessibleView.js,665de62fd7ba4c44e0a13fce303496017451ca88,add,2,1,2,True,"ityHelp()); ``` in the feature's `*.contribution.ts` file. ### Example skeleton ```ts import { AccessibleViewType, AccessibleContentProvider, AccessibleViewProviderId, IAccessibleViewContentProvider, IAccessibleViewOptions } from '…/accessibleView.js'; import { IAccessibleViewImplementation } from '",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,,template
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/accessibility.instructions.md,path,/accessibleViewRegistry.js,665de62fd7ba4c44e0a13fce303496017451ca88,add,2,1,2,True,"Example skeleton ```ts import { AccessibleViewType, AccessibleContentProvider, AccessibleViewProviderId, IAccessibleViewContentProvider, IAccessibleViewOptions } from '…/accessibleView.js'; import { IAccessibleViewImplementation } from '…/accessibleViewRegistry.js'; import { AccessibilityVerbositySe",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,,template
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,LICENSES/Apache-2.0.txt,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,"ersion>`, `<name>-v<version>`, `<name>-<version>`, then `main` and `master`. - `isSpdxStub()` detects CG bodies that are only SPDX expressions. - `fetchCargoLicense()` uses SPDX IDs to fetch real per-license files such as `LICENSE-MIT` or `LICENSES/Apache-2.0.txt`, with `fetchLicenseFromGitRepo()` a",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,,template
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,@img/sharp-win32-x64,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,go-section4.live.ts` is a bounded live check that hits crates.io and GitHub for representative crates. ### Platform-binary Section 5 Section 5 closes a parity gap with the legacy OSS tool for arch-specific npm packages. Packages such as `@img/sharp-win32-x64` or `@esbuild/linux-x64` are optional dep,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,,template
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,extensions/copilot/.github/copilot-instructions.md,directory,prompts/,333d9a4053e71ed5249450e112b6a9decd3997b4,add,28,4,4,True,xt & Intelligence:** - **`context/`**: Context resolution for code understanding and workspace analysis - **`contextKeys/`**: VS Code context key management for UI state - **`intents/`**: Chat participant/slash command implementations - **`prompts/`**: Prompt engineering and template system - **`pro,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,,template
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,extensions/copilot/.github/copilot-instructions.md,directory,prompt/,333d9a4053e71ed5249450e112b6a9decd3997b4,add,28,1,1,True,for code understanding and workspace analysis - **`contextKeys/`**: VS Code context key management for UI state - **`intents/`**: Chat participant/slash command implementations - **`prompts/`**: Prompt engineering and template system - **`prompt/`**: Common prompt utilities - **`relatedFiles/`**: Re,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,,template
